temp,atemp,humidity,windspeed,year,season,month,weekday,hour,workingday,holiday,weather,casual,registered,tot
10.66,15.15,87.0,0.0,2011,4,12,6,8,0,0,1,7,48,55
12.3,16.665,81.0,0.0,2011,4,12,6,9,0,0,1,12,114,126
13.12,16.665,81.0,8.9981,2011,4,12,6,10,0,0,1,36,180,216
13.94,16.665,81.0,11.0014,2011,4,12,6,11,0,0,1,48,206,254
14.76,17.425,81.0,11.0014,2011,4,12,6,12,0,0,1,82,247,329
16.4,20.455,66.0,15.0013,2011,4,12,6,13,0,0,1,88,269,357
17.22,21.21,62.0,8.9981,2011,4,12,6,14,0,0,1,77,246,323
17.22,21.21,62.0,12.998,2011,4,12,6,15,0,0,1,69,227,296
17.22,21.21,58.0,15.0013,2011,4,12,6,16,0,0,1,64,266,330
15.58,19.695,76.0,8.9981,2011,4,12,6,17,0,0,1,38,207,245
15.58,19.695,71.0,0.0,2011,4,12,6,18,0,0,1,10,161,171
15.58,19.695,76.0,0.0,2011,4,12,6,19,0,0,1,15,158,173
14.76,17.425,76.0,8.9981,2011,4,12,6,20,0,0,1,8,116,124
14.76,18.18,81.0,7.0015,2011,4,12,6,21,0,0,1,7,65,72
13.94,17.425,87.0,7.0015,2011,4,12,6,22,0,0,1,5,59,64
13.94,17.425,87.0,7.0015,2011,4,12,6,23,0,0,1,3,42,45
13.12,16.665,87.0,6.0032,2011,4,12,0,0,1,0,1,3,21,24
13.12,17.425,87.0,0.0,2011,4,12,0,1,1,0,1,2,10,12
13.12,17.425,87.0,0.0,2011,4,12,0,2,1,0,1,0,8,8
13.12,17.425,87.0,0.0,2011,4,12,0,3,1,0,1,0,2,2
12.3,15.91,87.0,7.0015,2011,4,12,0,4,1,0,1,0,7,7
12.3,15.91,87.0,7.0015,2011,4,12,0,5,1,0,1,1,24,25
12.3,15.91,93.0,6.0032,2011,4,12,0,6,1,0,1,1,89,90
13.12,17.425,90.0,0.0,2011,4,12,0,7,1,0,1,9,274,283
13.12,17.425,93.0,0.0,2011,4,12,0,8,1,0,1,12,392,404
14.76,18.18,87.0,6.0032,2011,4,12,0,9,1,0,2,12,178,190
14.76,18.18,87.0,6.0032,2011,4,12,0,10,1,0,2,9,78,87
14.76,18.18,87.0,6.0032,2011,4,12,0,11,1,0,2,17,106,123
16.4,20.455,76.0,7.0015,2011,4,12,0,12,1,0,2,29,125,154
17.22,21.21,71.0,6.0032,2011,4,12,0,13,1,0,2,18,153,171
18.86,22.725,67.0,0.0,2011,4,12,0,14,1,0,2,7,126,133
18.86,22.725,72.0,6.0032,2011,4,12,0,15,1,0,2,16,132,148
20.5,24.24,63.0,6.0032,2011,4,12,0,16,1,0,1,10,238,248
17.22,21.21,77.0,0.0,2011,4,12,0,17,1,0,1,16,430,446
18.04,21.97,77.0,0.0,2011,4,12,0,18,1,0,1,13,386,399
18.86,22.725,77.0,0.0,2011,4,12,0,19,1,0,2,13,295,308
18.86,22.725,82.0,7.0015,2011,4,12,0,20,1,0,2,15,190,205
18.04,21.97,88.0,6.0032,2011,4,12,0,21,1,0,2,10,166,176
18.04,21.97,88.0,8.9981,2011,4,12,0,22,1,0,2,12,94,106
18.86,22.725,88.0,8.9981,2011,4,12,0,23,1,0,2,8,54,62
20.5,24.24,77.0,19.9995,2011,4,12,1,0,1,0,2,3,25,28
18.86,22.725,88.0,19.9995,2011,4,12,1,1,1,0,2,2,14,16
18.86,22.725,87.0,12.998,2011,4,12,1,2,1,0,2,0,3,3
18.86,22.725,87.0,12.998,2011,4,12,1,3,1,0,2,0,3,3
18.86,22.725,88.0,15.0013,2011,4,12,1,4,1,0,3,0,7,7
18.86,22.725,88.0,15.0013,2011,4,12,1,5,1,0,3,0,20,20
18.04,21.97,94.0,19.0012,2011,4,12,1,6,1,0,2,5,81,86
18.86,22.725,94.0,12.998,2011,4,12,1,7,1,0,2,7,227,234
18.86,22.725,94.0,12.998,2011,4,12,1,8,1,0,2,13,401,414
18.86,22.725,94.0,15.0013,2011,4,12,1,9,1,0,2,4,200,204
18.86,22.725,94.0,19.0012,2011,4,12,1,10,1,0,3,6,44,50
18.86,22.725,94.0,16.9979,2011,4,12,1,11,1,0,3,4,28,32
18.86,22.725,100.0,15.0013,2011,4,12,1,12,1,0,3,5,50,55
18.86,22.725,100.0,12.998,2011,4,12,1,13,1,0,3,6,65,71
19.68,23.485,100.0,15.0013,2011,4,12,1,14,1,0,3,6,69,75
20.5,24.24,100.0,12.998,2011,4,12,1,15,1,0,3,2,43,45
18.86,22.725,100.0,16.9979,2011,4,12,1,16,1,0,3,4,84,88
18.86,22.725,100.0,15.0013,2011,4,12,1,17,1,0,2,13,249,262
18.86,22.725,100.0,19.0012,2011,4,12,1,18,1,0,2,17,287,304
18.86,22.725,100.0,19.9995,2011,4,12,1,19,1,0,3,10,223,233
18.86,22.725,100.0,19.9995,2011,4,12,1,20,1,0,3,3,107,110
18.04,21.97,100.0,12.998,2011,4,12,1,21,1,0,2,6,108,114
18.86,22.725,100.0,11.0014,2011,4,12,1,22,1,0,3,5,82,87
18.86,22.725,100.0,11.0014,2011,4,12,1,23,1,0,3,5,48,53
18.04,21.97,100.0,12.998,2011,4,12,2,0,1,0,1,3,30,33
18.86,22.725,100.0,16.9979,2011,4,12,2,1,1,0,2,4,9,13
18.86,22.725,100.0,15.0013,2011,4,12,2,2,1,0,3,2,4,6
18.86,22.725,100.0,15.0013,2011,4,12,2,3,1,0,3,0,3,3
18.86,22.725,100.0,11.0014,2011,4,12,2,4,1,0,3,0,1,1
18.86,22.725,100.0,11.0014,2011,4,12,2,5,1,0,3,0,3,3
19.68,23.485,100.0,27.9993,2011,4,12,2,6,1,0,3,0,18,18
18.04,21.97,100.0,7.0015,2011,4,12,2,7,1,0,3,3,43,46
18.04,21.97,100.0,0.0,2011,4,12,2,8,1,0,3,6,80,86
18.04,21.97,100.0,16.9979,2011,4,12,2,9,1,0,3,0,64,64
18.04,21.97,100.0,6.0032,2011,4,12,2,10,1,0,3,1,32,33
18.04,21.97,100.0,6.0032,2011,4,12,2,11,1,0,3,3,47,50
18.04,21.97,100.0,8.9981,2011,4,12,2,12,1,0,3,4,29,33
18.04,21.97,100.0,12.998,2011,4,12,2,13,1,0,3,5,28,33
18.04,21.97,100.0,12.998,2011,4,12,2,14,1,0,3,1,24,25
17.22,21.21,94.0,15.0013,2011,4,12,2,15,1,0,3,5,25,30
17.22,21.21,94.0,12.998,2011,4,12,2,16,1,0,3,3,28,31
16.4,20.455,100.0,22.0028,2011,4,12,2,17,1,0,3,4,48,52
16.4,20.455,94.0,19.9995,2011,4,12,2,18,1,0,3,3,48,51
13.94,14.395,87.0,43.0006,2011,4,12,2,19,1,0,3,2,31,33
13.94,14.395,87.0,43.0006,2011,4,12,2,20,1,0,3,1,25,26
12.3,12.88,87.0,35.0008,2011,4,12,2,21,1,0,3,0,6,6
9.84,9.85,93.0,30.0026,2011,4,12,2,22,1,0,3,0,13,13
9.84,10.605,93.0,26.0027,2011,4,12,2,23,1,0,1,0,16,16
10.66,11.365,87.0,19.9995,2011,4,12,3,0,1,0,2,0,21,21
10.66,11.365,81.0,23.9994,2011,4,12,3,1,1,0,1,1,6,7
11.48,13.635,65.0,15.0013,2011,4,12,3,2,1,0,1,0,4,4
10.66,11.365,60.0,19.9995,2011,4,12,3,3,1,0,1,0,1,1
9.84,9.85,60.0,31.0009,2011,4,12,3,4,1,0,2,0,2,2
9.02,10.605,64.0,15.0013,2011,4,12,3,5,1,0,1,0,12,12
9.02,10.605,55.0,19.0012,2011,4,12,3,6,1,0,1,0,71,71
9.02,10.605,60.0,15.0013,2011,4,12,3,7,1,0,1,11,233,244
9.02,10.605,55.0,19.0012,2011,4,12,3,8,1,0,1,11,418,429
9.84,10.605,52.0,26.0027,2011,4,12,3,9,1,0,1,7,218,225
10.66,11.365,52.0,22.0028,2011,4,12,3,10,1,0,1,1,109,110
11.48,13.635,52.0,16.9979,2011,4,12,3,11,1,0,1,6,100,106
11.48,12.88,52.0,22.0028,2011,4,12,3,12,1,0,1,8,148,156
12.3,13.635,49.0,23.9994,2011,4,12,3,13,1,0,1,9,115,124
13.12,15.15,45.0,16.9979,2011,4,12,3,14,1,0,1,16,121,137
13.12,16.665,45.0,8.9981,2011,4,12,3,15,1,0,1,19,98,117
13.12,15.91,45.0,12.998,2011,4,12,3,16,1,0,1,7,201,208
12.3,15.91,49.0,7.0015,2011,4,12,3,17,1,0,1,10,321,331
11.48,13.635,52.0,15.0013,2011,4,12,3,18,1,0,1,12,306,318
10.66,13.635,56.0,7.0015,2011,4,12,3,19,1,0,1,12,220,232
10.66,13.635,60.0,7.0015,2011,4,12,3,20,1,0,1,5,170,175
11.48,15.15,61.0,6.0032,2011,4,12,3,21,1,0,1,4,135,139
10.66,13.635,65.0,8.9981,2011,4,12,3,22,1,0,1,8,84,92
9.84,12.88,70.0,7.0015,2011,4,12,3,23,1,0,1,3,58,61
9.84,14.395,65.0,0.0,2011,4,12,4,0,1,0,1,8,26,34
9.84,14.395,65.0,0.0,2011,4,12,4,1,1,0,1,2,12,14
9.84,14.395,70.0,0.0,2011,4,12,4,2,1,0,1,2,10,12
9.02,13.635,80.0,0.0,2011,4,12,4,3,1,0,1,1,5,6
9.02,13.635,80.0,0.0,2011,4,12,4,4,1,0,1,1,1,2
9.02,13.635,80.0,0.0,2011,4,12,4,5,1,0,1,0,20,20
9.02,12.88,80.0,6.0032,2011,4,12,4,6,1,0,1,1,62,63
9.02,12.88,75.0,6.0032,2011,4,12,4,7,1,0,1,4,195,199
9.84,14.395,81.0,0.0,2011,4,12,4,8,1,0,1,7,378,385
10.66,14.395,81.0,6.0032,2011,4,12,4,9,1,0,1,8,256,264
12.3,15.15,70.0,11.0014,2011,4,12,4,10,1,0,2,11,115,126
13.12,15.15,70.0,16.9979,2011,4,12,4,11,1,0,1,15,121,136
14.76,16.665,57.0,19.9995,2011,4,12,4,12,1,0,1,27,146,173
15.58,19.695,50.0,12.998,2011,4,12,4,13,1,0,1,27,141,168
15.58,19.695,46.0,19.0012,2011,4,12,4,14,1,0,1,24,163,187
15.58,19.695,46.0,19.0012,2011,4,12,4,15,1,0,1,29,160,189
14.76,17.425,62.0,8.9981,2011,4,12,4,16,1,0,1,24,226,250
13.94,17.425,66.0,7.0015,2011,4,12,4,17,1,0,1,10,352,362
13.94,18.18,61.0,0.0,2011,4,12,4,18,1,0,1,10,308,318
13.94,18.18,61.0,0.0,2011,4,12,4,19,1,0,1,10,189,199
12.3,16.665,81.0,0.0,2011,4,12,4,20,1,0,1,10,140,150
12.3,16.665,75.0,0.0,2011,4,12,4,21,1,0,1,9,131,140
11.48,15.91,87.0,0.0,2011,4,12,4,22,1,0,1,15,114,129
11.48,15.91,81.0,0.0,2011,4,12,4,23,1,0,1,6,88,94
10.66,13.635,81.0,7.0015,2011,4,12,5,0,0,0,2,11,66,77
10.66,12.88,70.0,11.0014,2011,4,12,5,1,0,0,2,11,55,66
11.48,15.15,61.0,6.0032,2011,4,12,5,2,0,0,2,12,48,60
11.48,15.15,61.0,6.0032,2011,4,12,5,3,0,0,2,5,20,25
10.66,13.635,65.0,7.0015,2011,4,12,5,4,0,0,2,0,3,3
10.66,12.88,60.0,11.0014,2011,4,12,5,5,0,0,1,0,6,6
9.84,12.88,65.0,7.0015,2011,4,12,5,6,0,0,1,1,10,11
9.84,11.365,65.0,12.998,2011,4,12,5,7,0,0,1,0,11,11
10.66,13.635,65.0,8.9981,2011,4,12,5,8,0,0,1,5,68,73
11.48,12.88,61.0,19.0012,2011,4,12,5,9,0,0,1,15,134,149
13.12,15.15,57.0,16.9979,2011,4,12,5,10,0,0,1,31,161,192
13.12,14.395,53.0,27.9993,2011,4,12,5,11,0,0,1,44,192,236
13.12,14.395,45.0,27.9993,2011,4,12,5,12,0,0,1,48,235,283
13.94,15.15,34.0,27.9993,2011,4,12,5,13,0,0,1,47,239,286
13.94,15.15,31.0,22.0028,2011,4,12,5,14,0,0,1,51,242,293
13.94,15.15,34.0,23.9994,2011,4,12,5,15,0,0,1,60,239,299
13.12,14.395,31.0,26.0027,2011,4,12,5,16,0,0,1,58,183,241
11.48,12.88,36.0,22.0028,2011,4,12,5,17,0,0,1,34,151,185
10.66,12.88,38.0,15.0013,2011,4,12,5,18,0,0,1,28,144,172
10.66,12.12,38.0,19.0012,2011,4,12,5,19,0,0,1,15,139,154
9.84,11.365,35.0,15.0013,2011,4,12,5,20,0,0,1,10,114,124
9.02,10.605,44.0,15.0013,2011,4,12,5,21,0,0,1,4,79,83
9.02,11.365,41.0,8.9981,2011,4,12,5,22,0,0,1,7,88,95
8.2,10.605,47.0,11.0014,2011,4,12,5,23,0,0,1,5,61,66
8.2,9.85,51.0,15.0013,2011,4,12,6,0,0,0,1,5,69,74
6.56,7.575,59.0,15.0013,2011,4,12,6,1,0,0,1,8,54,62
7.38,8.335,55.0,16.9979,2011,4,12,6,2,0,0,1,5,47,52
6.56,9.09,59.0,8.9981,2011,4,12,6,3,0,0,1,2,17,19
6.56,8.335,59.0,11.0014,2011,4,12,6,4,0,0,1,0,5,5
7.38,10.605,59.0,7.0015,2011,4,12,6,5,0,0,1,0,6,6
6.56,11.365,59.0,0.0,2011,4,12,6,6,0,0,1,0,10,10
7.38,12.12,55.0,0.0,2011,4,12,6,7,0,0,1,1,30,31
6.56,11.365,69.0,0.0,2011,4,12,6,8,0,0,1,4,68,72
8.2,12.88,59.0,0.0,2011,4,12,6,9,0,0,1,19,88,107
9.84,14.395,44.0,0.0,2011,4,12,6,10,0,0,1,30,164,194
10.66,15.15,35.0,0.0,2011,4,12,6,11,0,0,1,31,166,197
10.66,15.15,35.0,0.0,2011,4,12,6,12,0,0,1,42,246,288
12.3,16.665,31.0,0.0,2011,4,12,6,13,0,0,1,44,224,268
12.3,16.665,28.0,0.0,2011,4,12,6,14,0,0,1,44,198,242
12.3,16.665,26.0,0.0,2011,4,12,6,15,0,0,1,47,219,266
12.3,16.665,26.0,0.0,2011,4,12,6,16,0,0,1,32,174,206
11.48,15.91,30.0,0.0,2011,4,12,6,17,0,0,1,13,150,163
9.84,11.365,48.0,12.998,2011,4,12,6,18,0,0,1,12,151,163
9.02,11.365,55.0,12.998,2011,4,12,6,19,0,0,1,7,98,105
9.02,12.12,55.0,7.0015,2011,4,12,6,20,0,0,1,10,62,72
9.02,13.635,55.0,0.0,2011,4,12,6,21,0,0,1,10,53,63
9.02,13.635,55.0,0.0,2011,4,12,6,22,0,0,1,7,36,43
8.2,12.88,69.0,0.0,2011,4,12,6,23,0,0,1,4,31,35
8.2,11.365,69.0,6.0032,2011,4,12,0,0,1,0,1,4,16,20
8.2,12.88,69.0,0.0,2011,4,12,0,1,1,0,1,0,9,9
8.2,12.88,69.0,0.0,2011,4,12,0,2,1,0,1,0,4,4
7.38,12.12,74.0,0.0,2011,4,12,0,3,1,0,1,0,2,2
7.38,12.12,74.0,0.0,2011,4,12,0,4,1,0,1,0,3,3
6.56,11.365,80.0,0.0,2011,4,12,0,5,1,0,1,0,21,21
6.56,9.09,80.0,7.0015,2011,4,12,0,6,1,0,1,1,63,64
5.74,7.575,86.0,8.9981,2011,4,12,0,7,1,0,1,4,231,235
6.56,9.09,80.0,7.0015,2011,4,12,0,8,1,0,2,7,378,385
7.38,10.605,74.0,6.0032,2011,4,12,0,9,1,0,2,12,208,220
9.02,12.12,69.0,7.0015,2011,4,12,0,10,1,0,2,14,91,105
10.66,14.395,60.0,6.0032,2011,4,12,0,11,1,0,2,15,100,115
11.48,14.395,52.0,7.0015,2011,4,12,0,12,1,0,1,7,138,145
12.3,15.91,52.0,7.0015,2011,4,12,0,13,1,0,2,13,153,166
13.12,16.665,53.0,8.9981,2011,4,12,0,14,1,0,2,16,95,111
13.12,16.665,57.0,7.0015,2011,4,12,0,15,1,0,2,8,124,132
13.12,16.665,57.0,6.0032,2011,4,12,0,16,1,0,2,5,209,214
12.3,16.665,56.0,0.0,2011,4,12,0,17,1,0,2,7,352,359
12.3,15.91,56.0,6.0032,2011,4,12,0,18,1,0,1,8,349,357
11.48,15.15,61.0,6.0032,2011,4,12,0,19,1,0,1,9,232,241
12.3,15.91,56.0,6.0032,2011,4,12,0,20,1,0,1,8,157,165
10.66,15.15,81.0,0.0,2011,4,12,0,21,1,0,1,2,119,121
10.66,15.15,70.0,0.0,2011,4,12,0,22,1,0,1,0,71,71
9.84,14.395,75.0,0.0,2011,4,12,0,23,1,0,1,3,42,45
9.02,13.635,80.0,0.0,2011,4,12,1,0,1,0,1,1,16,17
8.2,12.88,80.0,0.0,2011,4,12,1,1,1,0,1,0,4,4
8.2,12.88,80.0,0.0,2011,4,12,1,2,1,0,1,1,1,2
7.38,12.12,80.0,0.0,2011,4,12,1,3,1,0,1,0,3,3
8.2,12.88,80.0,0.0,2011,4,12,1,4,1,0,1,0,4,4
7.38,12.12,86.0,0.0,2011,4,12,1,5,1,0,1,0,20,20
8.2,12.88,80.0,0.0,2011,4,12,1,6,1,0,1,0,92,92
6.56,8.335,80.0,11.0014,2011,4,12,1,7,1,0,1,2,221,223
8.2,11.365,69.0,7.0015,2011,4,12,1,8,1,0,1,9,391,400
10.66,12.88,60.0,11.0014,2011,4,12,1,9,1,0,1,10,223,233
12.3,15.15,52.0,11.0014,2011,4,12,1,10,1,0,1,3,99,102
13.94,15.91,46.0,16.9979,2011,4,12,1,11,1,0,1,9,115,124
14.76,16.665,43.0,23.9994,2011,4,12,1,12,1,0,1,20,147,167
16.4,20.455,37.0,22.0028,2011,4,12,1,13,1,0,1,7,120,127
16.4,20.455,37.0,16.9979,2011,4,12,1,14,1,0,1,18,116,134
16.4,20.455,35.0,16.9979,2011,4,12,1,15,1,0,1,7,144,151
15.58,19.695,37.0,16.9979,2011,4,12,1,16,1,0,1,13,194,207
14.76,17.425,40.0,12.998,2011,4,12,1,17,1,0,1,17,381,398
13.94,15.91,42.0,15.0013,2011,4,12,1,18,1,0,1,12,370,382
13.12,15.91,49.0,11.0014,2011,4,12,1,19,1,0,1,5,262,267
13.12,15.91,49.0,11.0014,2011,4,12,1,20,1,0,1,7,154,161
12.3,15.15,52.0,11.0014,2011,4,12,1,21,1,0,1,5,134,139
12.3,15.15,52.0,11.0014,2011,4,12,1,22,1,0,1,5,102,107
10.66,15.15,70.0,0.0,2011,4,12,1,23,1,0,1,4,55,59
10.66,15.15,75.0,0.0,2011,4,12,2,0,1,0,1,0,22,22
10.66,15.15,75.0,0.0,2011,4,12,2,1,1,0,1,0,8,8
10.66,15.15,75.0,0.0,2011,4,12,2,2,1,0,1,0,2,2
11.48,15.91,65.0,0.0,2011,4,12,2,3,1,0,1,0,3,3
10.66,15.15,75.0,0.0,2011,4,12,2,4,1,0,1,0,4,4
10.66,15.15,81.0,0.0,2011,4,12,2,5,1,0,2,0,26,26
10.66,15.15,87.0,0.0,2011,4,12,2,6,1,0,2,0,87,87
11.48,15.91,75.0,0.0,2011,4,12,2,7,1,0,1,4,243,247
10.66,15.15,87.0,0.0,2011,4,12,2,8,1,0,2,9,458,467
12.3,16.665,61.0,0.0,2011,4,12,2,9,1,0,2,9,230,239
13.12,17.425,57.0,0.0,2011,4,12,2,10,1,0,2,9,133,142
13.94,18.18,55.0,0.0,2011,4,12,2,11,1,0,2,12,103,115
14.76,18.18,57.0,6.0032,2011,4,12,2,12,1,0,2,6,138,144
14.76,18.18,57.0,7.0015,2011,4,12,2,13,1,0,2,14,119,133
15.58,19.695,54.0,6.0032,2011,4,12,2,14,1,0,2,17,134,151
15.58,19.695,54.0,7.0015,2011,4,12,2,15,1,0,2,24,143,167
15.58,19.695,54.0,7.0015,2011,4,12,2,16,1,0,2,12,233,245
14.76,18.18,57.0,7.0015,2011,4,12,2,17,1,0,2,19,377,396
14.76,17.425,62.0,11.0014,2011,4,12,2,18,1,0,2,11,379,390
14.76,18.18,62.0,7.0015,2011,4,12,2,19,1,0,2,9,259,268
13.94,17.425,66.0,7.0015,2011,4,12,2,20,1,0,2,6,169,175
13.94,16.665,66.0,11.0014,2011,4,12,2,21,1,0,2,9,145,154
13.94,16.665,66.0,11.0014,2011,4,12,2,22,1,0,1,5,99,104
13.12,15.91,70.0,11.0014,2011,4,12,2,23,1,0,1,3,48,51
13.12,15.91,70.0,11.0014,2011,4,12,3,0,1,0,1,5,45,50
13.12,15.91,70.0,11.0014,2011,4,12,3,1,1,0,2,5,15,20
13.12,16.665,70.0,8.9981,2011,4,12,3,2,1,0,2,2,5,7
13.12,16.665,70.0,8.9981,2011,4,12,3,3,1,0,2,1,2,3
13.12,15.15,70.0,15.0013,2011,4,12,3,4,1,0,2,0,6,6
13.12,15.15,70.0,19.0012,2011,4,12,3,5,1,0,2,0,24,24
13.12,15.91,66.0,12.998,2011,4,12,3,6,1,0,1,2,90,92
13.12,15.91,70.0,12.998,2011,4,12,3,7,1,0,1,6,252,258
13.94,15.91,66.0,15.0013,2011,4,12,3,8,1,0,2,8,449,457
14.76,16.665,62.0,19.0012,2011,4,12,3,9,1,0,2,6,274,280
16.4,20.455,58.0,19.9995,2011,4,12,3,10,1,0,2,4,105,109
16.4,20.455,62.0,27.9993,2011,4,12,3,11,1,0,2,9,126,135
18.86,22.725,59.0,32.9975,2011,4,12,3,12,1,0,2,17,140,157
20.5,24.24,55.0,23.9994,2011,4,12,3,13,1,0,2,14,150,164
21.32,25.0,52.0,22.0028,2011,4,12,3,14,1,0,2,8,124,132
21.32,25.0,55.0,15.0013,2011,4,12,3,15,1,0,3,6,76,82
18.86,22.725,72.0,11.0014,2011,4,12,3,16,1,0,3,7,124,131
21.32,25.0,59.0,19.0012,2011,4,12,3,17,1,0,2,14,310,324
21.32,25.0,59.0,19.9995,2011,4,12,3,18,1,0,2,14,363,377
21.32,25.0,59.0,19.0012,2011,4,12,3,19,1,0,2,13,274,287
21.32,25.0,59.0,22.0028,2011,4,12,3,20,1,0,1,12,209,221
20.5,24.24,63.0,19.9995,2011,4,12,3,21,1,0,1,10,145,155
21.32,25.0,63.0,22.0028,2011,4,12,3,22,1,0,1,8,116,124
21.32,25.0,63.0,22.0028,2011,4,12,3,23,1,0,1,10,104,114
20.5,24.24,72.0,22.0028,2011,4,12,4,0,1,0,1,12,60,72
20.5,24.24,72.0,15.0013,2011,4,12,4,1,1,0,1,3,28,31
19.68,23.485,77.0,7.0015,2011,4,12,4,2,1,0,1,0,23,23
18.86,22.725,82.0,8.9981,2011,4,12,4,3,1,0,1,2,3,5
20.5,24.24,59.0,12.998,2011,4,12,4,4,1,0,2,1,4,5
19.68,23.485,44.0,26.0027,2011,4,12,4,5,1,0,1,0,26,26
18.04,21.97,33.0,19.9995,2011,4,12,4,6,1,0,2,2,80,82
15.58,19.695,46.0,19.9995,2011,4,12,4,7,1,0,2,5,226,231
14.76,16.665,46.0,27.9993,2011,4,12,4,8,1,0,1,10,449,459
14.76,16.665,46.0,26.0027,2011,4,12,4,9,1,0,1,8,235,243
13.94,15.15,46.0,19.9995,2011,4,12,4,10,1,0,1,10,122,132
13.94,15.15,42.0,19.9995,2011,4,12,4,11,1,0,2,9,135,144
13.94,15.15,42.0,23.9994,2011,4,12,4,12,1,0,2,10,163,173
13.94,15.15,39.0,23.9994,2011,4,12,4,13,1,0,2,12,125,137
13.94,15.91,42.0,15.0013,2011,4,12,4,14,1,0,2,13,115,128
13.12,15.15,45.0,19.9995,2011,4,12,4,15,1,0,2,12,141,153
13.12,15.15,45.0,15.0013,2011,4,12,4,16,1,0,2,12,212,224
13.12,15.15,45.0,19.0012,2011,4,12,4,17,1,0,2,13,352,365
13.12,15.15,45.0,16.9979,2011,4,12,4,18,1,0,2,10,285,295
13.12,15.15,45.0,15.0013,2011,4,12,4,19,1,0,2,11,203,214
13.12,15.91,45.0,12.998,2011,4,12,4,20,1,0,2,6,146,152
13.12,15.91,45.0,11.0014,2011,4,12,4,21,1,0,2,7,95,102
12.3,15.15,49.0,11.0014,2011,4,12,4,22,1,0,2,6,100,106
12.3,15.15,49.0,8.9981,2011,4,12,4,23,1,0,2,4,71,75
12.3,14.395,49.0,19.0012,2011,4,12,5,0,0,0,1,3,59,62
12.3,14.395,52.0,16.9979,2011,4,12,5,1,0,0,2,4,39,43
11.48,13.635,56.0,15.0013,2011,4,12,5,2,0,0,2,11,47,58
10.66,12.88,60.0,12.998,2011,4,12,5,3,0,0,1,4,22,26
9.84,12.12,65.0,11.0014,2011,4,12,5,4,0,0,1,0,9,9
10.66,12.88,60.0,12.998,2011,4,12,5,5,0,0,2,2,7,9
10.66,12.12,56.0,19.0012,2011,4,12,5,6,0,0,2,0,17,17
10.66,12.88,56.0,15.0013,2011,4,12,5,7,0,0,2,0,20,20
10.66,12.88,56.0,15.0013,2011,4,12,5,8,0,0,2,4,55,59
10.66,12.12,56.0,16.9979,2011,4,12,5,9,0,0,2,5,95,100
10.66,12.12,52.0,19.0012,2011,4,12,5,10,0,0,2,10,171,181
11.48,12.88,45.0,22.0028,2011,4,12,5,11,0,0,2,21,188,209
11.48,12.88,45.0,19.0012,2011,4,12,5,12,0,0,2,28,216,244
11.48,13.635,48.0,16.9979,2011,4,12,5,13,0,0,2,32,204,236
11.48,12.88,45.0,23.9994,2011,4,12,5,14,0,0,1,30,207,237
11.48,12.88,45.0,19.0012,2011,4,12,5,15,0,0,1,33,195,228
11.48,13.635,45.0,15.0013,2011,4,12,5,16,0,0,1,30,192,222
10.66,12.88,48.0,15.0013,2011,4,12,5,17,0,0,1,12,153,165
10.66,11.365,48.0,26.0027,2011,4,12,5,18,0,0,1,7,150,157
9.84,10.605,65.0,22.0028,2011,4,12,5,19,0,0,3,11,95,106
9.02,10.605,69.0,16.9979,2011,4,12,5,20,0,0,1,7,99,106
8.2,10.605,75.0,11.0014,2011,4,12,5,21,0,0,1,8,88,96
8.2,10.605,75.0,11.0014,2011,4,12,5,22,0,0,1,7,73,80
8.2,11.365,75.0,0.0,2011,4,12,5,23,0,0,1,6,63,69
8.2,10.605,75.0,8.9981,2011,4,12,6,0,0,0,1,7,64,71
8.2,11.365,69.0,7.0015,2011,4,12,6,1,0,0,1,3,43,46
9.02,12.12,55.0,7.0015,2011,4,12,6,2,0,0,1,2,39,41
9.02,10.605,55.0,15.0013,2011,4,12,6,3,0,0,1,2,16,18
9.02,10.605,55.0,15.0013,2011,4,12,6,4,0,0,1,0,1,1
8.2,11.365,59.0,7.0015,2011,4,12,6,5,0,0,1,1,4,5
8.2,10.605,59.0,8.9981,2011,4,12,6,6,0,0,1,0,3,3
8.2,10.605,59.0,11.0014,2011,4,12,6,7,0,0,1,1,11,12
8.2,12.88,69.0,0.0,2011,4,12,6,8,0,0,1,1,31,32
9.02,11.365,64.0,11.0014,2011,4,12,6,9,0,0,1,6,75,81
9.84,11.365,60.0,16.9979,2011,4,12,6,10,0,0,1,7,122,129
9.84,11.365,60.0,15.0013,2011,4,12,6,11,0,0,2,20,168,188
10.66,12.88,60.0,15.0013,2011,4,12,6,12,0,0,1,26,202,228
12.3,13.635,49.0,19.9995,2011,4,12,6,13,0,0,1,18,210,228
12.3,14.395,49.0,19.0012,2011,4,12,6,14,0,0,1,19,200,219
13.12,15.15,45.0,19.0012,2011,4,12,6,15,0,0,1,23,184,207
11.48,13.635,48.0,16.9979,2011,4,12,6,16,0,0,1,27,207,234
11.48,13.635,46.0,11.0014,2011,4,12,6,17,0,0,1,10,126,136
11.48,13.635,45.0,12.998,2011,4,12,6,18,0,0,1,15,123,138
10.66,13.635,52.0,8.9981,2011,4,12,6,19,0,0,1,5,130,135
9.84,12.88,60.0,7.0015,2011,4,12,6,20,0,0,1,10,94,104
9.02,13.635,64.0,0.0,2011,4,12,6,21,0,0,1,9,80,89
9.02,11.365,75.0,12.998,2011,4,12,6,22,0,0,1,2,47,49
